Patch1,Patch2,Patch3,Patch4,Patch5,Patch6,Patch7,Patch8,Patch9,Patch10,Patch11,Patch12,Patch13,Patch14,Patch15,Patch16,Patch17,Patch18,Patch19,Patch20,Patch21,Patch22,Patch23,Patch24
9.602166999999999675e+00,2.979228000000000165e+01,1.321270999999999951e+01,1.201445999999999970e+01,1.828332999999999942e+01,3.017258999999999958e+01,3.511075000000000301e+01,8.440747999999999251e+00,1.158389000000000024e+01,5.006205999999999712e+00,4.533400000000000318e+01,5.174475999999999942e+01,3.324587999999999877e+00,1.949100999999999928e+01,5.141562000000000410e+00,6.635457999999999856e+01,1.043407999999999980e+01,9.310769000000000517e+00,8.319834000000000174e+01,5.453318000000000154e+01,3.367445000000000022e+01,1.885197000000000145e+01,8.435667000000000471e+00,2.787151999999999852e+00
9.795424000000000575e+00,3.046405000000000030e+01,1.336228999999999978e+01,1.194549999999999912e+01,1.833189000000000135e+01,2.988484000000000052e+01,3.600703000000000031e+01,8.390121000000000606e+00,1.198427000000000042e+01,4.971400000000000041e+00,4.500534999999999997e+01,5.252271999999999963e+01,3.303344000000000058e+00,1.919624999999999915e+01,5.218283999999999700e+00,6.625628000000000384e+01,1.069237000000000037e+01,9.142784000000000688e+00,8.278158000000000527e+01,5.424249999999999972e+01,3.353029000000000082e+01,1.878723000000000098e+01,8.413626999999999967e+00,2.788943999999999868e+00
9.990835999999999828e+00,3.119024999999999892e+01,1.353786000000000023e+01,1.189152999999999949e+01,1.839525000000000077e+01,2.965014000000000038e+01,3.689542000000000144e+01,8.347419999999999618e+00,1.243976999999999933e+01,4.941095999999999933e+00,4.470479999999999876e+01,5.331208999999999776e+01,3.284321999999999964e+00,1.892210999999999999e+01,5.293985000000000163e+00,6.621590000000000487e+01,1.097153999999999918e+01,8.987947000000000131e+00,8.239164999999999850e+01,5.400896000000000186e+01,3.342076000000000136e+01,1.874756999999999962e+01,8.402632000000000545e+00,2.791621000000000130e+00
1.015643000000000029e+01,3.187510999999999939e+01,1.369247000000000014e+01,1.183134000000000086e+01,1.842955999999999861e+01,2.936843000000000004e+01,3.774255000000000138e+01,8.314968000000000359e+00,1.293046999999999969e+01,4.919399000000000299e+00,4.445470999999999862e+01,5.400818999999999903e+01,3.273356000000000154e+00,1.869303000000000026e+01,5.391391999999999740e+00,6.628999000000000308e+01,1.127007000000000048e+01,8.879829000000000860e+00,8.227406000000000574e+01,5.392078000000000060e+01,3.338660999999999746e+01,1.873548999999999864e+01,8.399877000000000038e+00,2.795354000000000116e+00
1.029312999999999967e+01,3.255756999999999834e+01,1.381465000000000032e+01,1.175558000000000014e+01,1.839839999999999876e+01,2.898098999999999847e+01,3.873447999999999780e+01,8.324370999999999299e+00,1.353260000000000041e+01,4.933092000000000255e+00,4.422364000000000317e+01,5.467904999999999660e+01,3.285185999999999940e+00,1.854038999999999859e+01,5.545824999999999783e+00,6.677012999999999465e+01,1.163547999999999938e+01,8.843406999999999130e+00,8.273144000000000631e+01,5.422699000000000069e+01,3.358984999999999843e+01,1.883050000000000068e+01,8.435938999999999410e+00,2.803500999999999799e+00
1.043463000000000029e+01,3.329312000000000182e+01,1.394800000000000040e+01,1.168585000000000029e+01,1.838560999999999979e+01,2.859412999999999982e+01,3.971533999999999764e+01,8.325917000000000456e+00,1.423607999999999940e+01,4.938131000000000270e+00,4.399045999999999879e+01,5.532921999999999940e+01,3.295741000000000032e+00,1.838462000000000174e+01,5.700530999999999793e+00,6.716504999999999370e+01,1.203721999999999959e+01,8.805177999999999727e+00,8.314479000000000042e+01,5.449463000000000079e+01,3.377501999999999782e+01,1.891299000000000063e+01,8.469298999999999467e+00,2.812359999999999971e+00
1.057099999999999973e+01,3.407551000000000130e+01,1.407385999999999981e+01,1.160417999999999950e+01,1.834616000000000113e+01,2.813742999999999839e+01,4.075643999999999778e+01,8.344480000000000786e+00,1.503998999999999953e+01,4.955140000000000100e+00,4.371415999999999968e+01,5.597030999999999779e+01,3.311571999999999960e+00,1.821583000000000041e+01,5.897433000000000369e+00,6.766263999999999612e+01,1.250616999999999912e+01,8.783988000000000795e+00,8.367217999999999734e+01,5.489204000000000150e+01,3.400896999999999792e+01,1.901493999999999929e+01,8.508074000000000581e+00,2.818562000000000012e+00
1.071991000000000049e+01,3.494044999999999845e+01,1.419963000000000086e+01,1.151619999999999955e+01,1.831241999999999948e+01,2.764922999999999931e+01,4.183042999999999978e+01,8.350524999999999309e+00,1.597902000000000022e+01,4.961984000000000172e+00,4.336878000000000100e+01,5.658017999999999859e+01,3.326154999999999973e+00,1.800617000000000090e+01,6.112293000000000198e+00,6.810009999999999764e+01,1.302069999999999972e+01,8.746454999999999202e+00,8.411597999999999331e+01,5.518927999999999656e+01,3.418616000000000099e+01,1.908974999999999866e+01,8.535375000000000156e+00,2.823887000000000036e+00
1.088057000000000052e+01,3.584899999999999665e+01,1.433896000000000015e+01,1.144213000000000058e+01,1.833073999999999870e+01,2.721202999999999861e+01,4.284033000000000158e+01,8.346114000000000033e+00,1.696187000000000111e+01,4.961195000000000022e+00,4.301438000000000272e+01,5.714612000000000336e+01,3.327496000000000009e+00,1.777542000000000044e+01,6.307780000000000165e+00,6.836818999999999846e+01,1.356001000000000012e+01,8.683517000000000152e+00,8.429680000000000462e+01,5.530002999999999957e+01,3.427897000000000105e+01,1.912468000000000146e+01,8.547273000000000565e+00,2.827944000000000013e+00
1.104481000000000002e+01,3.675222999999999729e+01,1.448085000000000022e+01,1.138423000000000052e+01,1.836825999999999937e+01,2.681193999999999988e+01,4.382213999999999743e+01,8.340296999999999628e+00,1.801615999999999929e+01,4.956755000000000244e+00,4.263441000000000258e+01,5.773626000000000147e+01,3.331316000000000166e+00,1.752764000000000166e+01,6.518898000000000081e+00,6.861500999999999806e+01,1.412481000000000009e+01,8.621693999999999747e+00,8.445035000000000025e+01,5.541937999999999676e+01,3.435822000000000287e+01,1.915602000000000160e+01,8.556879000000000346e+00,2.832533000000000190e+00
1.121061000000000085e+01,3.766423999999999950e+01,1.459886000000000017e+01,1.132774999999999999e+01,1.843395999999999901e+01,2.642980999999999980e+01,4.475142999999999915e+01,8.333747999999999934e+00,1.915136000000000038e+01,4.959100000000000286e+00,4.230418999999999841e+01,5.829305000000000092e+01,3.326033999999999935e+00,1.728072999999999837e+01,6.744496999999999964e+00,6.885132000000000119e+01,1.472328000000000081e+01,8.558600000000000207e+00,8.454155000000000086e+01,5.550594000000000250e+01,3.441570000000000107e+01,1.918441999999999936e+01,8.571576000000000306e+00,2.835535999999999834e+00
1.136036000000000001e+01,3.848716999999999899e+01,1.469457000000000058e+01,1.126313000000000031e+01,1.849959000000000131e+01,2.606164000000000058e+01,4.562075000000000102e+01,8.325803999999999760e+00,2.031793000000000049e+01,4.953835999999999906e+00,4.190502000000000038e+01,5.878392000000000195e+01,3.324409999999999865e+00,1.701089999999999947e+01,6.980228000000000321e+00,6.901770000000000493e+01,1.532986000000000004e+01,8.489743000000000706e+00,8.459215000000000373e+01,5.553123999999999683e+01,3.444673999999999836e+01,1.919629000000000119e+01,8.576567000000000718e+00,2.837003000000000164e+00
1.151228000000000051e+01,3.928672000000000253e+01,1.478294999999999959e+01,1.120880999999999972e+01,1.857393000000000072e+01,2.566772999999999882e+01,4.643921999999999883e+01,8.318924000000000873e+00,2.152637000000000000e+01,4.953714999999999868e+00,4.150641000000000247e+01,5.918943999999999761e+01,3.323827000000000087e+00,1.673836000000000013e+01,7.244398000000000337e+00,6.916611000000000331e+01,1.595675999999999917e+01,8.430507000000000417e+00,8.462241000000000213e+01,5.555695999999999657e+01,3.446074999999999733e+01,1.920617000000000019e+01,8.575475000000000847e+00,2.838137999999999828e+00
1.165872000000000064e+01,4.003435000000000343e+01,1.484576999999999991e+01,1.115096999999999916e+01,1.863397000000000148e+01,2.526781000000000077e+01,4.722798999999999836e+01,8.314113000000000753e+00,2.274081999999999937e+01,4.958987999999999730e+00,4.107544000000000040e+01,5.950645000000000095e+01,3.324628000000000139e+00,1.645822000000000074e+01,7.511041999999999774e+00,6.925547000000000253e+01,1.658686000000000149e+01,8.361959999999999837e+00,8.464665999999999713e+01,5.555384000000000100e+01,3.446508999999999645e+01,1.918780999999999892e+01,8.567723000000000866e+00,2.837168999999999830e+00
1.179879000000000033e+01,4.072914999999999708e+01,1.488475000000000037e+01,1.109126000000000012e+01,1.871191999999999922e+01,2.484277000000000157e+01,4.798270000000000124e+01,8.308006000000000668e+00,2.401380999999999943e+01,4.971116999999999564e+00,4.059788999999999959e+01,5.969621000000000066e+01,3.324254999999999960e+00,1.617732000000000170e+01,7.810175000000000090e+00,6.930679000000000656e+01,1.722561999999999927e+01,8.292389000000000010e+00,8.461830000000000496e+01,5.551422000000000168e+01,3.442737999999999943e+01,1.914816000000000074e+01,8.553148999999999447e+00,2.833663000000000043e+00
1.193093999999999966e+01,4.137165000000000248e+01,1.490032000000000068e+01,1.103112999999999921e+01,1.877161999999999864e+01,2.439754999999999896e+01,4.869668000000000063e+01,8.300235000000000696e+00,2.533672999999999931e+01,4.979104000000000418e+00,4.009364000000000061e+01,5.983606999999999942e+01,3.324908999999999892e+00,1.587182999999999922e+01,8.135035000000000238e+00,6.931923999999999353e+01,1.788165000000000049e+01,8.221852000000000160e+00,8.457245000000000346e+01,5.544527000000000072e+01,3.438054000000000343e+01,1.911080000000000112e+01,8.526417999999999608e+00,2.828475000000000072e+00
1.205768999999999913e+01,4.198091999999999757e+01,1.491573999999999955e+01,1.097239000000000075e+01,1.888044999999999973e+01,2.400049999999999883e+01,4.937942999999999927e+01,8.306775999999999271e+00,2.669431000000000154e+01,5.003432000000000102e+00,3.962682000000000215e+01,6.004117999999999711e+01,3.325406999999999780e+00,1.555871999999999922e+01,8.517775999999999570e+00,6.945338999999999885e+01,1.859782999999999831e+01,8.162490000000000023e+00,8.457820999999999856e+01,5.542963999999999913e+01,3.436948000000000292e+01,1.910072999999999865e+01,8.525131000000000014e+00,2.827672999999999881e+00
1.217718999999999951e+01,4.253378000000000014e+01,1.490869999999999962e+01,1.091175999999999924e+01,1.899428999999999945e+01,2.360125999999999991e+01,5.001256000000000057e+01,8.302913999999999461e+00,2.809271999999999991e+01,5.022264999999999979e+00,3.917862999999999829e+01,6.021553000000000111e+01,3.326016000000000084e+00,1.524372999999999934e+01,8.911720000000000752e+00,6.953905000000000314e+01,1.933141000000000176e+01,8.099453999999999709e+00,8.459573000000000320e+01,5.543301999999999907e+01,3.437169000000000096e+01,1.908327999999999847e+01,8.517540000000000333e+00,2.827052999999999816e+00
1.229124999999999979e+01,4.304204000000000008e+01,1.488053999999999988e+01,1.085321000000000069e+01,1.911051000000000144e+01,2.321642999999999901e+01,5.060079999999999956e+01,8.304698999999999387e+00,2.948227999999999938e+01,5.047970000000000290e+00,3.870333999999999719e+01,6.030416000000000309e+01,3.326950000000000074e+00,1.492304999999999993e+01,9.354352000000000444e+00,6.960468000000000188e+01,2.005247999999999919e+01,8.037755000000000649e+00,8.458279000000000281e+01,5.540856999999999744e+01,3.435347999999999757e+01,1.906450999999999851e+01,8.504210000000000491e+00,2.825647000000000020e+00
1.239958999999999989e+01,4.350124000000000279e+01,1.485440999999999967e+01,1.079704000000000086e+01,1.923792999999999864e+01,2.281712999999999880e+01,5.115332000000000079e+01,8.310147999999999868e+00,3.089769000000000077e+01,5.081862000000000101e+00,3.824157000000000295e+01,6.032549999999999812e+01,3.329044999999999810e+00,1.461313999999999957e+01,9.838437000000000765e+00,6.968594000000000221e+01,2.080473999999999890e+01,7.978934999999999889e+00,8.463586999999999705e+01,5.539424999999999955e+01,3.432766999999999769e+01,1.903676000000000101e+01,8.491792999999999481e+00,2.824206000000000216e+00
1.248952000000000062e+01,4.388298999999999950e+01,1.478715000000000046e+01,1.073639999999999972e+01,1.934397999999999840e+01,2.238851000000000013e+01,5.162729000000000212e+01,8.300364000000000075e+00,3.230532000000000181e+01,5.123199999999999754e+00,3.771914000000000300e+01,6.023626000000000147e+01,3.332866999999999802e+00,1.427443000000000062e+01,1.036872999999999934e+01,6.965049999999999386e+01,2.155215000000000103e+01,7.917132999999999754e+00,8.458270000000000266e+01,5.534741000000000355e+01,3.428911000000000087e+01,1.900321999999999889e+01,8.467425999999999675e+00,2.819358999999999948e+00
1.256779000000000046e+01,4.421405000000000030e+01,1.472206000000000081e+01,1.065305999999999997e+01,1.945691000000000059e+01,2.198331999999999908e+01,5.201834000000000202e+01,8.302058999999999855e+00,3.369465000000000288e+01,5.164130000000000109e+00,3.721556000000000353e+01,6.013642000000000110e+01,3.333350999999999953e+00,1.393477999999999994e+01,1.097383999999999915e+01,6.965224000000000615e+01,2.233940000000000126e+01,7.849364999999999704e+00,8.453258999999999901e+01,5.529603999999999786e+01,3.424116999999999678e+01,1.895336999999999961e+01,8.451268000000000669e+00,2.815399999999999903e+00
1.264600000000000080e+01,4.451413000000000153e+01,1.465651000000000082e+01,1.060012000000000043e+01,1.960925999999999902e+01,2.163370000000000104e+01,5.242654999999999887e+01,8.295178999999999192e+00,3.512013999999999925e+01,5.213472999999999580e+00,3.677244999999999919e+01,6.010202000000000311e+01,3.338245999999999825e+00,1.361326999999999998e+01,1.166130000000000067e+01,6.977477000000000373e+01,2.316022999999999854e+01,7.788719000000000392e+00,8.458633000000000379e+01,5.529771000000000214e+01,3.424416000000000082e+01,1.893815999999999988e+01,8.446752000000000038e+00,2.816542000000000101e+00
1.271653000000000056e+01,4.478320000000000078e+01,1.458270000000000088e+01,1.054030999999999985e+01,1.976549999999999940e+01,2.129334000000000060e+01,5.276906999999999925e+01,8.293139000000000038e+00,3.650654000000000110e+01,5.269984000000000002e+00,3.634761000000000308e+01,6.005745999999999896e+01,3.342743000000000020e+00,1.329151000000000060e+01,1.240526999999999980e+01,6.988590999999999553e+01,2.402354000000000056e+01,7.735856000000000066e+00,8.461400000000000432e+01,5.533547999999999689e+01,3.424895000000000067e+01,1.894554000000000116e+01,8.445472999999999786e+00,2.818945999999999952e+00
1.277753000000000050e+01,4.502447000000000088e+01,1.451149999999999984e+01,1.047968000000000011e+01,1.991664000000000101e+01,2.099738999999999933e+01,5.305664999999999765e+01,8.293126000000000886e+00,3.784250999999999721e+01,5.335492000000000345e+00,3.594783000000000328e+01,5.998008999999999702e+01,3.338420000000000165e+00,1.297281000000000084e+01,1.320955999999999975e+01,6.999889000000000294e+01,2.488663999999999987e+01,7.693304999999999616e+00,8.464069000000000642e+01,5.533773999999999660e+01,3.426465999999999923e+01,1.894648000000000110e+01,8.445024999999999338e+00,2.820120999999999878e+00
1.283292999999999928e+01,4.522870999999999952e+01,1.443726000000000020e+01,1.041849999999999987e+01,2.007534000000000063e+01,2.068399000000000143e+01,5.330033999999999850e+01,8.288069999999999382e+00,3.913604000000000127e+01,5.406735000000000291e+00,3.556757000000000346e+01,5.985000999999999749e+01,3.343764999999999876e+00,1.266440000000000055e+01,1.409537000000000084e+01,7.006673000000000684e+01,2.576166999999999874e+01,7.645131000000000121e+00,8.470180999999999472e+01,5.534891999999999967e+01,3.426617999999999853e+01,1.893076999999999899e+01,8.440747999999999251e+00,2.820806000000000147e+00
1.287898999999999994e+01,4.538745000000000118e+01,1.434948999999999941e+01,1.035379000000000005e+01,2.021121000000000123e+01,2.038126000000000104e+01,5.347523999999999944e+01,8.283134000000000441e+00,4.038250000000000028e+01,5.485832000000000264e+00,3.515310999999999808e+01,5.964641999999999911e+01,3.346591000000000093e+00,1.236712999999999951e+01,1.507475999999999949e+01,7.013548000000000116e+01,2.663985999999999876e+01,7.597104999999999997e+00,8.471939000000000419e+01,5.532576999999999856e+01,3.425263000000000346e+01,1.891729000000000127e+01,8.431838000000000832e+00,2.819849000000000050e+00
1.291553000000000040e+01,4.550482999999999834e+01,1.425122000000000000e+01,1.029299999999999926e+01,2.034177999999999997e+01,2.008827000000000140e+01,5.362557999999999936e+01,8.273652000000000228e+00,4.161368999999999829e+01,5.564785999999999788e+00,3.472921999999999798e+01,5.938248000000000104e+01,3.346610999999999780e+00,1.205935999999999986e+01,1.611457000000000050e+01,7.016979000000000610e+01,2.752896000000000143e+01,7.553180000000000227e+00,8.469549999999999557e+01,5.532211000000000212e+01,3.422493999999999659e+01,1.888225999999999871e+01,8.417953000000000685e+00,2.817607999999999890e+00
1.294305999999999912e+01,4.559619000000000000e+01,1.416070000000000029e+01,1.022533999999999921e+01,2.047572999999999865e+01,1.979004000000000119e+01,5.373252999999999702e+01,8.270530000000000825e+00,4.276968000000000103e+01,5.658513000000000126e+00,3.436084000000000316e+01,5.911099999999999710e+01,3.350476000000000010e+00,1.176145999999999958e+01,1.727720000000000056e+01,7.020838000000000534e+01,2.845523000000000025e+01,7.503499999999999837e+00,8.468962000000000501e+01,5.528786999999999807e+01,3.419131000000000142e+01,1.886170999999999864e+01,8.407289999999999708e+00,2.817330000000000112e+00
1.297199999999999953e+01,4.569185000000000230e+01,1.407536999999999949e+01,1.016498999999999953e+01,2.062002000000000024e+01,1.953614999999999924e+01,5.380331999999999937e+01,8.261108999999999369e+00,4.388047999999999860e+01,5.758852000000000082e+00,3.401100000000000279e+01,5.885298999999999836e+01,3.353301999999999783e+00,1.148282000000000025e+01,1.852614000000000161e+01,7.027115999999999474e+01,2.941622999999999877e+01,7.461111999999999966e+00,8.469504999999999484e+01,5.527129000000000048e+01,3.418063999999999680e+01,1.884560000000000102e+01,8.402193999999999718e+00,2.818032000000000092e+00
1.300395999999999930e+01,4.580212000000000216e+01,1.400065000000000026e+01,1.011468999999999951e+01,2.077453999999999823e+01,1.931167999999999907e+01,5.388597000000000037e+01,8.254447000000000756e+00,4.497807000000000244e+01,5.874581000000000053e+00,3.370358999999999838e+01,5.865182999999999680e+01,3.354677999999999827e+00,1.121523000000000003e+01,1.989395999999999987e+01,7.037919999999999732e+01,3.043939999999999912e+01,7.431079000000000434e+00,8.478029999999999688e+01,5.529979000000000156e+01,3.419733000000000089e+01,1.884722000000000008e+01,8.402741000000000682e+00,2.821684999999999999e+00
1.302341000000000015e+01,4.586816000000000315e+01,1.392348999999999926e+01,1.006029000000000018e+01,2.091550000000000153e+01,1.910248999999999953e+01,5.391002999999999901e+01,8.244915000000000660e+00,4.598581999999999681e+01,5.990491999999999706e+00,3.341178000000000026e+01,5.844086000000000070e+01,3.358134999999999870e+00,1.095664999999999978e+01,2.131820000000000093e+01,7.047661999999999694e+01,3.147772000000000148e+01,7.400794999999999568e+00,8.479671999999999343e+01,5.531526999999999816e+01,3.420839000000000141e+01,1.884517999999999915e+01,8.403154999999999930e+00,2.823479999999999990e+00
1.304725999999999964e+01,4.594037999999999755e+01,1.385243000000000002e+01,1.000923000000000052e+01,2.108790000000000120e+01,1.891157000000000110e+01,5.391243999999999659e+01,8.232478000000000407e+00,4.697735999999999734e+01,6.131751000000000396e+00,3.316071999999999775e+01,5.828918000000000177e+01,3.357819999999999805e+00,1.070016000000000034e+01,2.287452000000000041e+01,7.065403999999999485e+01,3.261748000000000047e+01,7.376966999999999608e+00,8.486807000000000301e+01,5.533478000000000208e+01,3.422849000000000075e+01,1.886974999999999980e+01,8.419470000000000454e+00,2.830211999999999950e+00
1.306234000000000073e+01,4.606300000000000239e+01,1.379748999999999981e+01,9.962293000000000731e+00,2.129867000000000132e+01,1.882020999999999944e+01,5.387283999999999651e+01,8.221280999999999395e+00,4.798371000000000208e+01,6.274058000000000135e+00,3.299902999999999764e+01,5.834794999999999732e+01,3.353959999999999830e+00,1.045344000000000051e+01,2.457971999999999824e+01,7.095759999999999934e+01,3.390962999999999994e+01,7.347502000000000422e+00,8.500091999999999359e+01,5.547408999999999679e+01,3.432795000000000130e+01,1.893870000000000076e+01,8.457931999999999562e+00,2.845142000000000060e+00
1.307490999999999914e+01,4.622435000000000116e+01,1.375616999999999912e+01,9.925641000000000602e+00,2.164359999999999928e+01,1.887418999999999869e+01,5.378556999999999988e+01,8.179684999999999206e+00,4.900027000000000044e+01,6.427680999999999756e+00,3.302758000000000038e+01,5.891320000000000334e+01,3.335318000000000005e+00,1.021123000000000047e+01,2.648780999999999963e+01,7.158220000000000027e+01,3.556844999999999857e+01,7.351281000000000176e+00,8.527200999999999453e+01,5.576021999999999679e+01,3.460159999999999769e+01,1.915326999999999913e+01,8.557836999999999250e+00,2.881114999999999871e+00
1.308600000000000030e+01,4.640301000000000187e+01,1.373056000000000054e+01,9.896962000000000259e+00,2.199454000000000065e+01,1.896986000000000061e+01,5.370188999999999879e+01,8.140575000000000117e+00,4.994171999999999656e+01,6.588165000000000049e+00,3.312586000000000297e+01,5.961605999999999739e+01,3.313533000000000062e+00,9.986712000000000700e+00,2.839650999999999925e+01,7.230226000000000397e+01,3.724618999999999858e+01,7.353515999999999941e+00,8.557940999999999576e+01,5.610999000000000336e+01,3.492027000000000214e+01,1.939237999999999928e+01,8.669748999999999484e+00,2.918619000000000074e+00
1.309933999999999976e+01,4.653195000000000192e+01,1.370285999999999937e+01,9.871304000000000300e+00,2.222935999999999979e+01,1.899602000000000146e+01,5.362563000000000102e+01,8.114508000000000720e+00,5.072310999999999837e+01,6.744976000000000305e+00,3.311912000000000234e+01,5.995707999999999771e+01,3.302845000000000031e+00,9.790274999999999395e+00,3.013166000000000011e+01,7.276527000000000100e+01,3.863022000000000133e+01,7.346408000000000271e+00,8.579922000000000537e+01,5.630463000000000306e+01,3.510070000000000334e+01,1.953528000000000020e+01,8.737873999999999697e+00,2.941845999999999961e+00
1.311082999999999998e+01,4.659591999999999956e+01,1.366208999999999918e+01,9.842978000000000449e+00,2.234270000000000067e+01,1.890002000000000137e+01,5.356622999999999735e+01,8.101917999999999509e+00,5.134353999999999729e+01,6.907568000000000374e+00,3.297079000000000093e+01,5.982285000000000252e+01,3.303834999999999855e+00,9.624845999999999790e+00,3.178829999999999956e+01,7.292843999999999482e+01,3.974253999999999820e+01,7.330733999999999639e+00,8.589392999999999745e+01,5.635369000000000028e+01,3.512563999999999709e+01,1.956296000000000035e+01,8.751350999999999658e+00,2.947543000000000024e+00
1.312393999999999927e+01,4.660499000000000080e+01,1.360177000000000014e+01,9.807627999999999346e+00,2.230846999999999980e+01,1.863702999999999932e+01,5.353943000000000296e+01,8.103915000000000646e+00,5.187295999999999907e+01,7.087470999999999854e+00,3.263284999999999769e+01,5.908834000000000231e+01,3.318360000000000198e+00,9.459832999999999714e+00,3.344297000000000253e+01,7.270789000000000613e+01,4.060927999999999827e+01,7.307627000000000095e+00,8.579488000000000625e+01,5.620783000000000129e+01,3.499040999999999713e+01,1.944432000000000116e+01,8.691328999999999638e+00,2.931004999999999860e+00
1.314076000000000022e+01,4.656459999999999866e+01,1.352851000000000070e+01,9.754379000000000133e+00,2.219039000000000073e+01,1.828710999999999842e+01,5.350466999999999729e+01,8.126497000000000526e+00,5.233879999999999910e+01,7.294063999999999659e+00,3.218135000000000190e+01,5.800263000000000346e+01,3.335897000000000112e+00,9.303233000000000530e+00,3.518820999999999799e+01,7.231954000000000349e+01,4.137510000000000332e+01,7.268087000000000408e+00,8.560559999999999548e+01,5.593739999999999668e+01,3.473559999999999803e+01,1.925338999999999956e+01,8.595694999999999197e+00,2.904269999999999907e+00
1.316192000000000029e+01,4.655960000000000321e+01,1.346945999999999977e+01,9.730883000000000393e+00,2.212152000000000029e+01,1.800168000000000035e+01,5.349719999999999942e+01,8.134396000000000626e+00,5.282289000000000101e+01,7.511600999999999750e+00,3.183911000000000158e+01,5.715390000000000015e+01,3.356263000000000218e+00,9.152195999999999998e+00,3.704019000000000261e+01,7.208889000000000635e+01,4.227329999999999899e+01,7.244085000000000107e+00,8.548676000000000386e+01,5.578596000000000288e+01,3.456533000000000300e+01,1.910466999999999871e+01,8.528947999999999752e+00,2.887920999999999960e+00
1.318210999999999977e+01,4.660050999999999988e+01,1.342436000000000007e+01,9.702590999999999966e+00,2.206284000000000134e+01,1.779992999999999981e+01,5.346352000000000260e+01,8.145208000000000226e+00,5.328376000000000090e+01,7.733045999999999864e+00,3.155334999999999823e+01,5.645300000000000296e+01,3.369943000000000133e+00,9.019859999999999545e+00,3.884114000000000289e+01,7.192740999999999474e+01,4.324656999999999840e+01,7.226384999999999614e+00,8.549089999999999634e+01,5.566376999999999953e+01,3.444986999999999711e+01,1.900102000000000046e+01,8.477185000000000414e+00,2.874671000000000198e+00
1.320514000000000010e+01,4.664527999999999963e+01,1.337737000000000087e+01,9.675074999999999648e+00,2.203280000000000172e+01,1.760228000000000037e+01,5.342710000000000292e+01,8.147792000000000812e+00,5.370042000000000115e+01,7.951070999999999778e+00,3.132877999999999830e+01,5.586326999999999998e+01,3.381003000000000203e+00,8.894429000000000585e+00,4.062913999999999959e+01,7.179692000000000007e+01,4.425778999999999996e+01,7.210050999999999988e+00,8.548286000000000229e+01,5.560242000000000218e+01,3.435838999999999999e+01,1.891646000000000072e+01,8.440455999999999293e+00,2.865174999999999805e+00
1.322452999999999967e+01,4.672453000000000145e+01,1.335125999999999991e+01,9.657861999999999725e+00,2.202138000000000062e+01,1.743553999999999959e+01,5.338490999999999786e+01,8.149055999999999855e+00,5.410063000000000244e+01,8.180346000000000117e+00,3.112327000000000155e+01,5.539244999999999663e+01,3.388522000000000034e+00,8.773427999999999116e+00,4.241886999999999830e+01,7.179873999999999512e+01,4.535220000000000340e+01,7.205030999999999963e+00,8.551698000000000377e+01,5.556980999999999682e+01,3.430440000000000111e+01,1.886352000000000118e+01,8.415879999999999583e+00,2.860456000000000110e+00
1.324477000000000082e+01,4.681165000000000020e+01,1.331883999999999979e+01,9.636126000000000857e+00,2.204046999999999912e+01,1.732318000000000069e+01,5.333838000000000079e+01,8.149741000000000568e+00,5.444906999999999897e+01,8.413073999999999941e+00,3.097895000000000110e+01,5.502647000000000332e+01,3.399521000000000015e+00,8.658125000000000071e+00,4.417927999999999855e+01,7.183056000000000552e+01,4.645613000000000170e+01,7.193488999999999578e+00,8.557488999999999635e+01,5.556606000000000023e+01,3.427382999999999669e+01,1.883036999999999850e+01,8.400467000000000795e+00,2.857571000000000083e+00
1.326429000000000080e+01,4.689997999999999934e+01,1.329044999999999987e+01,9.628475999999999146e+00,2.205566999999999922e+01,1.720298000000000016e+01,5.329164999999999708e+01,8.147014999999999674e+00,5.479312000000000182e+01,8.636632999999999782e+00,3.082625000000000171e+01,5.469604999999999961e+01,3.408653999999999851e+00,8.541766000000000858e+00,4.587630000000000052e+01,7.187161000000000399e+01,4.756562000000000268e+01,7.188894999999999591e+00,8.558281999999999812e+01,5.555584000000000344e+01,3.424775000000000347e+01,1.881066999999999823e+01,8.390012000000000469e+00,2.856631999999999838e+00
1.329664000000000001e+01,4.702756000000000114e+01,1.326767000000000074e+01,9.620131999999999906e+00,2.208801000000000059e+01,1.711074999999999946e+01,5.325457000000000107e+01,8.148709999999999454e+00,5.511108999999999725e+01,8.877651000000000181e+00,3.072258000000000067e+01,5.442969999999999686e+01,3.410200000000000120e+00,8.442332999999999643e+00,4.758677999999999741e+01,7.193435999999999808e+01,4.870774000000000115e+01,7.187705000000000233e+00,8.565166999999999575e+01,5.556954999999999956e+01,3.423472000000000293e+01,1.879439999999999955e+01,8.383293999999999357e+00,2.855544000000000082e+00
1.333153000000000077e+01,4.714885000000000304e+01,1.325331000000000081e+01,9.615240000000000009e+00,2.211366999999999905e+01,1.703399999999999892e+01,5.319042000000000314e+01,8.144901000000000835e+00,5.536804999999999666e+01,9.102717999999999421e+00,3.062564000000000064e+01,5.416928000000000054e+01,3.416052000000000088e+00,8.354589999999999961e+00,4.917318000000000211e+01,7.200121000000000038e+01,4.981779999999999831e+01,7.183942000000000050e+00,8.571285000000000309e+01,5.557412000000000063e+01,3.421627999999999759e+01,1.878156999999999854e+01,8.377050999999999803e+00,2.856094999999999828e+00
